school_name,district,city,county,enrollment,avg_class_size,avg_teaching_exp,perc_novice_teachers,teacher_attendance_rate,pupil_teacher_ratio,chronic_absenteeism,ELA_proficiency,math_proficiency,science_proficiency,year,zip,address_longitude,address_latitude,address_street,has_transition_program,transportation_bus,transportationel,transportation_metra,graduation_rate,sat_school_average,district_mean_graduation_rate,graduation_rate4_year,district_mean_college_enrollment_rate,college_enrollment_rate,attendance_rate_current_year,student_count,student_count_low_income,student_count_special_education,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,statistics_summary,demographics_summary,has_bilingual_services,has_refugee_services,has_hearing_impairment_services,has_visual_impairment_services,school_profile_year,safety_rating,culture_rating,school_year_readable,overall_rating_status,overall_rating,zip_right,el_connections,cta_connections,metra_connections,year_right,school_name_right,neighborhood
Foreman High School,Chicago Public Schools District 299,Chicago,Cook,569.0,21.3,16.8,2.2,35.8,,69.0,11.6,*,14.7,2025.0,60641.0,-87.754167,41.939797,3235 N LECLAIRE Ave,No,,Blue,,66.7,797.0,85.6,65.9,65.2,47.6,73.9,506.0,403.0,105.0,61.0,417.0,17.0,7.0,2.0,There are 506 students enrolled at FOREMAN HS.  79.6% are Low Income Students.  20.8% are Diverse Learners.  57.7% are Limited English Learners.,The largest demographic at FOREMAN HS is Hispanic.  This demographic makes up 82.4% of the student population.  The second greatest demographic is Black at 12.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60641.0,Yes,3.0,Yes,2025.0,Foreman High School,Portage Park
Foreman High School,City of Chicago SD 299,Chicago,Cook,739.0,,,,,,75.8,3.6,2.3,4.0,2019.0,60641.0,-87.754167,41.939797,3235 N LECLAIRE Ave,No,,Blue,,66.7,797.0,85.6,65.9,65.2,47.6,73.9,506.0,403.0,105.0,61.0,417.0,17.0,7.0,2.0,There are 506 students enrolled at FOREMAN HS.  79.6% are Low Income Students.  20.8% are Diverse Learners.  57.7% are Limited English Learners.,The largest demographic at FOREMAN HS is Hispanic.  This demographic makes up 82.4% of the student population.  The second greatest demographic is Black at 12.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60641.0,Yes,3.0,Yes,2025.0,Foreman High School,Portage Park
Foreman High School,City of Chicago SD 299,Chicago,Cook,704.0,,,,,,47.3,,,,2020.0,60641.0,-87.754167,41.939797,3235 N LECLAIRE Ave,No,,Blue,,66.7,797.0,85.6,65.9,65.2,47.6,73.9,506.0,403.0,105.0,61.0,417.0,17.0,7.0,2.0,There are 506 students enrolled at FOREMAN HS.  79.6% are Low Income Students.  20.8% are Diverse Learners.  57.7% are Limited English Learners.,The largest demographic at FOREMAN HS is Hispanic.  This demographic makes up 82.4% of the student population.  The second greatest demographic is Black at 12.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60641.0,Yes,3.0,Yes,2025.0,Foreman High School,Portage Park
Foreman High School,City of Chicago SD 299,Chicago,Cook,598.0,21.9,,,,,60.3,2.4,4.0,2.4,2021.0,60641.0,-87.754167,41.939797,3235 N LECLAIRE Ave,No,,Blue,,66.7,797.0,85.6,65.9,65.2,47.6,73.9,506.0,403.0,105.0,61.0,417.0,17.0,7.0,2.0,There are 506 students enrolled at FOREMAN HS.  79.6% are Low Income Students.  20.8% are Diverse Learners.  57.7% are Limited English Learners.,The largest demographic at FOREMAN HS is Hispanic.  This demographic makes up 82.4% of the student population.  The second greatest demographic is Black at 12.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60641.0,Yes,3.0,Yes,2025.0,Foreman High School,Portage Park
Foreman High School,City of Chicago SD 299,Chicago,Cook,567.0,23.7,,,,,71.9,7.3,5.6,20.0,2022.0,60641.0,-87.754167,41.939797,3235 N LECLAIRE Ave,No,,Blue,,66.7,797.0,85.6,65.9,65.2,47.6,73.9,506.0,403.0,105.0,61.0,417.0,17.0,7.0,2.0,There are 506 students enrolled at FOREMAN HS.  79.6% are Low Income Students.  20.8% are Diverse Learners.  57.7% are Limited English Learners.,The largest demographic at FOREMAN HS is Hispanic.  This demographic makes up 82.4% of the student population.  The second greatest demographic is Black at 12.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60641.0,Yes,3.0,Yes,2025.0,Foreman High School,Portage Park
Foreman High School,City of Chicago SD 299,Chicago,Cook,572.0,23.3,,,,,69.1,4.9,4.2,10.6,2023.0,60641.0,-87.754167,41.939797,3235 N LECLAIRE Ave,No,,Blue,,66.7,797.0,85.6,65.9,65.2,47.6,73.9,506.0,403.0,105.0,61.0,417.0,17.0,7.0,2.0,There are 506 students enrolled at FOREMAN HS.  79.6% are Low Income Students.  20.8% are Diverse Learners.  57.7% are Limited English Learners.,The largest demographic at FOREMAN HS is Hispanic.  This demographic makes up 82.4% of the student population.  The second greatest demographic is Black at 12.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60641.0,Yes,3.0,Yes,2025.0,Foreman High School,Portage Park
Foreman High School,Chicago Public Schools District 299,Chicago,Cook,615.0,23.5,14.4,7.7,38.5,,68.9,*,*,11.6,2024.0,60641.0,-87.754167,41.939797,3235 N LECLAIRE Ave,No,,Blue,,66.7,797.0,85.6,65.9,65.2,47.6,73.9,506.0,403.0,105.0,61.0,417.0,17.0,7.0,2.0,There are 506 students enrolled at FOREMAN HS.  79.6% are Low Income Students.  20.8% are Diverse Learners.  57.7% are Limited English Learners.,The largest demographic at FOREMAN HS is Hispanic.  This demographic makes up 82.4% of the student population.  The second greatest demographic is Black at 12.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60641.0,Yes,3.0,Yes,2025.0,Foreman High School,Portage Park
Back of The Yards IB HS,Chicago Public Schools District 299,Chicago,Cook,1014.0,23.0,8.2,13.1,49.6,,48.7,48.5,28.3,43.8,2025.0,60609.0,-87.677541,41.808413,2111 W 47TH St,No,,Orange,,95.2,964.0,85.6,93.8,65.2,81.1,85.5,1020.0,929.0,101.0,15.0,982.0,13.0,5.0,2.0,There are 1020 students enrolled at BACK OF THE YARDS HS.  91.1% are Low Income Students.  9.9% are Diverse Learners.  46.1% are Limited English Learners.,The largest demographic at BACK OF THE YARDS HS is Hispanic.  This demographic makes up 96.3% of the student population.  The second greatest demographic is Black at 1.5%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60609.0,Yes,6.0,Yes,2025.0,Back of The Yards IB HS,New City
Back of The Yards IB HS,City of Chicago SD 299,Chicago,Cook,1067.0,,,,,,24.1,22.2,27.8,23.5,2019.0,60609.0,-87.677541,41.808413,2111 W 47TH St,No,,Orange,,95.2,964.0,85.6,93.8,65.2,81.1,85.5,1020.0,929.0,101.0,15.0,982.0,13.0,5.0,2.0,There are 1020 students enrolled at BACK OF THE YARDS HS.  91.1% are Low Income Students.  9.9% are Diverse Learners.  46.1% are Limited English Learners.,The largest demographic at BACK OF THE YARDS HS is Hispanic.  This demographic makes up 96.3% of the student population.  The second greatest demographic is Black at 1.5%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60609.0,Yes,6.0,Yes,2025.0,Back of The Yards IB HS,New City
Back of The Yards IB HS,City of Chicago SD 299,Chicago,Cook,1069.0,,,,,,13.1,,,,2020.0,60609.0,-87.677541,41.808413,2111 W 47TH St,No,,Orange,,95.2,964.0,85.6,93.8,65.2,81.1,85.5,1020.0,929.0,101.0,15.0,982.0,13.0,5.0,2.0,There are 1020 students enrolled at BACK OF THE YARDS HS.  91.1% are Low Income Students.  9.9% are Diverse Learners.  46.1% are Limited English Learners.,The largest demographic at BACK OF THE YARDS HS is Hispanic.  This demographic makes up 96.3% of the student population.  The second greatest demographic is Black at 1.5%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60609.0,Yes,6.0,Yes,2025.0,Back of The Yards IB HS,New City
Back of The Yards IB HS,City of Chicago SD 299,Chicago,Cook,1075.0,25.1,,,,,33.6,17.2,21.5,25.0,2021.0,60609.0,-87.677541,41.808413,2111 W 47TH St,No,,Orange,,95.2,964.0,85.6,93.8,65.2,81.1,85.5,1020.0,929.0,101.0,15.0,982.0,13.0,5.0,2.0,There are 1020 students enrolled at BACK OF THE YARDS HS.  91.1% are Low Income Students.  9.9% are Diverse Learners.  46.1% are Limited English Learners.,The largest demographic at BACK OF THE YARDS HS is Hispanic.  This demographic makes up 96.3% of the student population.  The second greatest demographic is Black at 1.5%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60609.0,Yes,6.0,Yes,2025.0,Back of The Yards IB HS,New City
Back of The Yards IB HS,City of Chicago SD 299,Chicago,Cook,1052.0,22.8,,,,,51.0,19.4,25.1,28.6,2022.0,60609.0,-87.677541,41.808413,2111 W 47TH St,No,,Orange,,95.2,964.0,85.6,93.8,65.2,81.1,85.5,1020.0,929.0,101.0,15.0,982.0,13.0,5.0,2.0,There are 1020 students enrolled at BACK OF THE YARDS HS.  91.1% are Low Income Students.  9.9% are Diverse Learners.  46.1% are Limited English Learners.,The largest demographic at BACK OF THE YARDS HS is Hispanic.  This demographic makes up 96.3% of the student population.  The second greatest demographic is Black at 1.5%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60609.0,Yes,6.0,Yes,2025.0,Back of The Yards IB HS,New City
Back of The Yards IB HS,City of Chicago SD 299,Chicago,Cook,1003.0,23.1,,,,,47.4,18.9,24.0,36.4,2023.0,60609.0,-87.677541,41.808413,2111 W 47TH St,No,,Orange,,95.2,964.0,85.6,93.8,65.2,81.1,85.5,1020.0,929.0,101.0,15.0,982.0,13.0,5.0,2.0,There are 1020 students enrolled at BACK OF THE YARDS HS.  91.1% are Low Income Students.  9.9% are Diverse Learners.  46.1% are Limited English Learners.,The largest demographic at BACK OF THE YARDS HS is Hispanic.  This demographic makes up 96.3% of the student population.  The second greatest demographic is Black at 1.5%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60609.0,Yes,6.0,Yes,2025.0,Back of The Yards IB HS,New City
Back of The Yards IB HS,Chicago Public Schools District 299,Chicago,Cook,1000.0,23.9,8.3,16.7,64.1,,44.6,16.9,16.9,34.9,2024.0,60609.0,-87.677541,41.808413,2111 W 47TH St,No,,Orange,,95.2,964.0,85.6,93.8,65.2,81.1,85.5,1020.0,929.0,101.0,15.0,982.0,13.0,5.0,2.0,There are 1020 students enrolled at BACK OF THE YARDS HS.  91.1% are Low Income Students.  9.9% are Diverse Learners.  46.1% are Limited English Learners.,The largest demographic at BACK OF THE YARDS HS is Hispanic.  This demographic makes up 96.3% of the student population.  The second greatest demographic is Black at 1.5%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60609.0,Yes,6.0,Yes,2025.0,Back of The Yards IB HS,New City
Gage Park High School,Chicago Public Schools District 299,Chicago,Cook,329.0,19.1,8.7,11.9,51.4,,87.0,*,*,*,2025.0,60629.0,-87.688954,41.791013,5630 S ROCKWELL St,No,,Orange,,75.0,793.0,85.6,75.9,65.2,50.7,83.0,295.0,271.0,57.0,51.0,241.0,3.0,0.0,0.0,There are 295 students enrolled at GAGE PARK HS.  91.9% are Low Income Students.  19.3% are Diverse Learners.  65.1% are Limited English Learners.,The largest demographic at GAGE PARK HS is Hispanic.  This demographic makes up 81.7% of the student population.  The second greatest demographic is Black at 17.3%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60629.0,Yes,5.0,Yes,2025.0,Gage Park High School,Gage Park
Gage Park High School,City of Chicago SD 299,Chicago,Cook,342.0,,,,,,89.3,3.8,1.9,4.4,2019.0,60629.0,-87.688954,41.791013,5630 S ROCKWELL St,No,,Orange,,75.0,793.0,85.6,75.9,65.2,50.7,83.0,295.0,271.0,57.0,51.0,241.0,3.0,0.0,0.0,There are 295 students enrolled at GAGE PARK HS.  91.9% are Low Income Students.  19.3% are Diverse Learners.  65.1% are Limited English Learners.,The largest demographic at GAGE PARK HS is Hispanic.  This demographic makes up 81.7% of the student population.  The second greatest demographic is Black at 17.3%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60629.0,Yes,5.0,Yes,2025.0,Gage Park High School,Gage Park
Gage Park High School,City of Chicago SD 299,Chicago,Cook,320.0,,,,,,42.8,,,,2020.0,60629.0,-87.688954,41.791013,5630 S ROCKWELL St,No,,Orange,,75.0,793.0,85.6,75.9,65.2,50.7,83.0,295.0,271.0,57.0,51.0,241.0,3.0,0.0,0.0,There are 295 students enrolled at GAGE PARK HS.  91.9% are Low Income Students.  19.3% are Diverse Learners.  65.1% are Limited English Learners.,The largest demographic at GAGE PARK HS is Hispanic.  This demographic makes up 81.7% of the student population.  The second greatest demographic is Black at 17.3%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60629.0,Yes,5.0,Yes,2025.0,Gage Park High School,Gage Park
Gage Park High School,City of Chicago SD 299,Chicago,Cook,317.0,18.9,,,,,70.1,2.8,0.9,1.6,2021.0,60629.0,-87.688954,41.791013,5630 S ROCKWELL St,No,,Orange,,75.0,793.0,85.6,75.9,65.2,50.7,83.0,295.0,271.0,57.0,51.0,241.0,3.0,0.0,0.0,There are 295 students enrolled at GAGE PARK HS.  91.9% are Low Income Students.  19.3% are Diverse Learners.  65.1% are Limited English Learners.,The largest demographic at GAGE PARK HS is Hispanic.  This demographic makes up 81.7% of the student population.  The second greatest demographic is Black at 17.3%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60629.0,Yes,5.0,Yes,2025.0,Gage Park High School,Gage Park
Gage Park High School,City of Chicago SD 299,Chicago,Cook,300.0,17.1,,,,,70.7,3.7,2.2,15.0,2022.0,60629.0,-87.688954,41.791013,5630 S ROCKWELL St,No,,Orange,,75.0,793.0,85.6,75.9,65.2,50.7,83.0,295.0,271.0,57.0,51.0,241.0,3.0,0.0,0.0,There are 295 students enrolled at GAGE PARK HS.  91.9% are Low Income Students.  19.3% are Diverse Learners.  65.1% are Limited English Learners.,The largest demographic at GAGE PARK HS is Hispanic.  This demographic makes up 81.7% of the student population.  The second greatest demographic is Black at 17.3%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60629.0,Yes,5.0,Yes,2025.0,Gage Park High School,Gage Park
Gage Park High School,City of Chicago SD 299,Chicago,Cook,329.0,21.0,,,,,62.1,2.1,1.1,18.8,2023.0,60629.0,-87.688954,41.791013,5630 S ROCKWELL St,No,,Orange,,75.0,793.0,85.6,75.9,65.2,50.7,83.0,295.0,271.0,57.0,51.0,241.0,3.0,0.0,0.0,There are 295 students enrolled at GAGE PARK HS.  91.9% are Low Income Students.  19.3% are Diverse Learners.  65.1% are Limited English Learners.,The largest demographic at GAGE PARK HS is Hispanic.  This demographic makes up 81.7% of the student population.  The second greatest demographic is Black at 17.3%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60629.0,Yes,5.0,Yes,2025.0,Gage Park High School,Gage Park
Gage Park High School,Chicago Public Schools District 299,Chicago,Cook,346.0,21.5,8.7,18.2,60.6,,82.2,*,*,*,2024.0,60629.0,-87.688954,41.791013,5630 S ROCKWELL St,No,,Orange,,75.0,793.0,85.6,75.9,65.2,50.7,83.0,295.0,271.0,57.0,51.0,241.0,3.0,0.0,0.0,There are 295 students enrolled at GAGE PARK HS.  91.9% are Low Income Students.  19.3% are Diverse Learners.  65.1% are Limited English Learners.,The largest demographic at GAGE PARK HS is Hispanic.  This demographic makes up 81.7% of the student population.  The second greatest demographic is Black at 17.3%.,,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60629.0,Yes,5.0,Yes,2025.0,Gage Park High School,Gage Park
Harlan Community Academy HS,Chicago Public Schools District 299,Chicago,Cook,161.0,13.4,13.6,23.1,48.5,,76.6,*,*,14.7,2025.0,60628.0,-87.620623,41.718372,9652 S MICHIGAN Ave,No,,Red,,75.3,759.0,85.6,75.9,65.2,36.6,66.2,172.0,136.0,42.0,151.0,19.0,1.0,0.0,0.0,There are 172 students enrolled at HARLAN HS.  79.1% are Low Income Students.  24.4% are Diverse Learners.  12.2% are Limited English Learners.,The largest demographic at HARLAN HS is Black.  This demographic makes up 87.8% of the student population.  The second greatest demographic is Hispanic at 11%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60628.0,Yes,15.0,Yes,2025.0,Harlan Community Academy HS,Roseland
Harlan Community Academy HS,City of Chicago SD 299,Chicago,Cook,328.0,,,,,,87.6,3.7,1.5,0.9,2019.0,60628.0,-87.620623,41.718372,9652 S MICHIGAN Ave,No,,Red,,75.3,759.0,85.6,75.9,65.2,36.6,66.2,172.0,136.0,42.0,151.0,19.0,1.0,0.0,0.0,There are 172 students enrolled at HARLAN HS.  79.1% are Low Income Students.  24.4% are Diverse Learners.  12.2% are Limited English Learners.,The largest demographic at HARLAN HS is Black.  This demographic makes up 87.8% of the student population.  The second greatest demographic is Hispanic at 11%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60628.0,Yes,15.0,Yes,2025.0,Harlan Community Academy HS,Roseland
Harlan Community Academy HS,City of Chicago SD 299,Chicago,Cook,300.0,,,,,,41.5,,,,2020.0,60628.0,-87.620623,41.718372,9652 S MICHIGAN Ave,No,,Red,,75.3,759.0,85.6,75.9,65.2,36.6,66.2,172.0,136.0,42.0,151.0,19.0,1.0,0.0,0.0,There are 172 students enrolled at HARLAN HS.  79.1% are Low Income Students.  24.4% are Diverse Learners.  12.2% are Limited English Learners.,The largest demographic at HARLAN HS is Black.  This demographic makes up 87.8% of the student population.  The second greatest demographic is Hispanic at 11%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60628.0,Yes,15.0,Yes,2025.0,Harlan Community Academy HS,Roseland
Harlan Community Academy HS,City of Chicago SD 299,Chicago,Cook,294.0,25.8,,,,,68.1,7.1,2.4,1.5,2021.0,60628.0,-87.620623,41.718372,9652 S MICHIGAN Ave,No,,Red,,75.3,759.0,85.6,75.9,65.2,36.6,66.2,172.0,136.0,42.0,151.0,19.0,1.0,0.0,0.0,There are 172 students enrolled at HARLAN HS.  79.1% are Low Income Students.  24.4% are Diverse Learners.  12.2% are Limited English Learners.,The largest demographic at HARLAN HS is Black.  This demographic makes up 87.8% of the student population.  The second greatest demographic is Hispanic at 11%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60628.0,Yes,15.0,Yes,2025.0,Harlan Community Academy HS,Roseland
Harlan Community Academy HS,City of Chicago SD 299,Chicago,Cook,297.0,23.7,,,,,84.4,4.5,3.4,5.0,2022.0,60628.0,-87.620623,41.718372,9652 S MICHIGAN Ave,No,,Red,,75.3,759.0,85.6,75.9,65.2,36.6,66.2,172.0,136.0,42.0,151.0,19.0,1.0,0.0,0.0,There are 172 students enrolled at HARLAN HS.  79.1% are Low Income Students.  24.4% are Diverse Learners.  12.2% are Limited English Learners.,The largest demographic at HARLAN HS is Black.  This demographic makes up 87.8% of the student population.  The second greatest demographic is Hispanic at 11%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60628.0,Yes,15.0,Yes,2025.0,Harlan Community Academy HS,Roseland
Harlan Community Academy HS,City of Chicago SD 299,Chicago,Cook,266.0,23.9,,,,,83.6,2.9,1.5,2.7,2023.0,60628.0,-87.620623,41.718372,9652 S MICHIGAN Ave,No,,Red,,75.3,759.0,85.6,75.9,65.2,36.6,66.2,172.0,136.0,42.0,151.0,19.0,1.0,0.0,0.0,There are 172 students enrolled at HARLAN HS.  79.1% are Low Income Students.  24.4% are Diverse Learners.  12.2% are Limited English Learners.,The largest demographic at HARLAN HS is Black.  This demographic makes up 87.8% of the student population.  The second greatest demographic is Hispanic at 11%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60628.0,Yes,15.0,Yes,2025.0,Harlan Community Academy HS,Roseland
Harlan Community Academy HS,Chicago Public Schools District 299,Chicago,Cook,206.0,13.4,13.7,10.0,30.0,,80.4,*,*,*,2024.0,60628.0,-87.620623,41.718372,9652 S MICHIGAN Ave,No,,Red,,75.3,759.0,85.6,75.9,65.2,36.6,66.2,172.0,136.0,42.0,151.0,19.0,1.0,0.0,0.0,There are 172 students enrolled at HARLAN HS.  79.1% are Low Income Students.  24.4% are Diverse Learners.  12.2% are Limited English Learners.,The largest demographic at HARLAN HS is Black.  This demographic makes up 87.8% of the student population.  The second greatest demographic is Hispanic at 11%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60628.0,Yes,15.0,Yes,2025.0,Harlan Community Academy HS,Roseland
