school_name,district,city,county,enrollment,avg_class_size,avg_teaching_exp,perc_novice_teachers,teacher_attendance_rate,pupil_teacher_ratio,chronic_absenteeism,ELA_proficiency,math_proficiency,science_proficiency,year,zip,address_longitude,address_latitude,address_street,has_transition_program,transportation_bus,transportationel,transportation_metra,graduation_rate,sat_school_average,district_mean_graduation_rate,graduation_rate4_year,district_mean_college_enrollment_rate,college_enrollment_rate,attendance_rate_current_year,student_count,student_count_low_income,student_count_special_education,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,statistics_summary,demographics_summary,has_bilingual_services,has_refugee_services,has_hearing_impairment_services,has_visual_impairment_services,school_profile_year,safety_rating,culture_rating,school_year_readable,overall_rating_status,overall_rating,zip_right,el_connections,cta_connections,metra_connections,year_right,school_name_right,neighborhood
YCCS-Scholastic Achievement HS,Chicago Public Schools District 299,Chicago,Cook,113.0,4.1,6.1,40.0,100.0,,83.3,*,*,*,2024.0,60644.0,-87.742539,41.880447,4651 W MADISON St,No,,"Blue, Green",,,764.0,,,65.2,12.1,61.6,156.0,133.0,37.0,147.0,9.0,0.0,0.0,0.0,There are 156 students enrolled at YCCS - SCHOLASTIC ACHIEVEMENT.  85.3% are Low Income Students.  23.7% are Diverse Learners.  0.6% are Limited English Learners.,The largest demographic at YCCS - SCHOLASTIC ACHIEVEMENT is Black.  This demographic makes up 94.2% of the student population.  The second greatest demographic is Hispanic at 5.8%.,No,,No,No,2025.0,STRONG,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60644.0,,3.0,Yes,2025.0,YCCS-Scholastic Achievement HS,Austin
YCCS- McKinley-Lakeside Leadership Academy,Chicago Public Schools District 299,Chicago,Cook,96.0,11.2,16.5,,52.0,,87.1,*,*,*,2025.0,60616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YCCS- McKinley-Lakeside Leadership Academy,Chicago Public Schools District 299,Chicago,Cook,96.0,8.3,13.8,,71.4,,87.7,*,*,*,2024.0,60616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YCCS-ASPIRA Pantoja Alt HS,Chicago Public Schools District 299,Chicago,Cook,196.0,12.1,8.6,10.0,30.0,,95.3,*,*,*,2025.0,60641.0,-87.727137,41.938187,3121 N PULASKI Rd,No,,Blue,,,760.0,,,65.2,22.6,67.0,165.0,149.0,22.0,7.0,152.0,3.0,1.0,1.0,There are 165 students enrolled at YCCS - ASPIRA PANTOJA.  90.3% are Low Income Students.  13.3% are Diverse Learners.  58.8% are Limited English Learners.,The largest demographic at YCCS - ASPIRA PANTOJA is Hispanic.  This demographic makes up 92.1% of the student population.  The second greatest demographic is Black at 4.2%.,Yes,Yes,No,No,2025.0,WEAK,Not Yet Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60641.0,Yes,4.0,Yes,2025.0,YCCS-ASPIRA Pantoja Alt HS,Avondale
YCCS-ASPIRA Pantoja Alt HS,Chicago Public Schools District 299,Chicago,Cook,194.0,8.1,7.9,11.1,44.4,,91.7,*,*,*,2024.0,60641.0,-87.727137,41.938187,3121 N PULASKI Rd,No,,Blue,,,760.0,,,65.2,22.6,67.0,165.0,149.0,22.0,7.0,152.0,3.0,1.0,1.0,There are 165 students enrolled at YCCS - ASPIRA PANTOJA.  90.3% are Low Income Students.  13.3% are Diverse Learners.  58.8% are Limited English Learners.,The largest demographic at YCCS - ASPIRA PANTOJA is Hispanic.  This demographic makes up 92.1% of the student population.  The second greatest demographic is Black at 4.2%.,Yes,Yes,No,No,2025.0,WEAK,Not Yet Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60641.0,Yes,4.0,Yes,2025.0,YCCS-ASPIRA Pantoja Alt HS,Avondale
YCCS-Association House,Chicago Public Schools District 299,Chicago,Cook,101.0,11.5,1.0,100.0,50.0,,98.0,*,*,*,2025.0,60651.0,-87.70686,41.901572,1116 N KEDZIE Ave,No,,Blue,,,763.0,,,65.2,10.8,62.5,93.0,87.0,22.0,28.0,62.0,1.0,0.0,1.0,There are 93 students enrolled at YCCS - ASSOCIATION HOUSE.  93.5% are Low Income Students.  23.7% are Diverse Learners.  32.3% are Limited English Learners.,The largest demographic at YCCS - ASSOCIATION HOUSE is Hispanic.  This demographic makes up 66.7% of the student population.  The second greatest demographic is Black at 30.1%.,Yes,,No,No,2025.0,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60651.0,Yes,6.0,Yes,2025.0,YCCS-Association House,Humboldt Park
YCCS-Association House,Chicago Public Schools District 299,Chicago,Cook,99.0,8.4,6.6,,50.0,,99.4,*,*,*,2024.0,60651.0,-87.70686,41.901572,1116 N KEDZIE Ave,No,,Blue,,,763.0,,,65.2,10.8,62.5,93.0,87.0,22.0,28.0,62.0,1.0,0.0,1.0,There are 93 students enrolled at YCCS - ASSOCIATION HOUSE.  93.5% are Low Income Students.  23.7% are Diverse Learners.  32.3% are Limited English Learners.,The largest demographic at YCCS - ASSOCIATION HOUSE is Hispanic.  This demographic makes up 66.7% of the student population.  The second greatest demographic is Black at 30.1%.,Yes,,No,No,2025.0,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60651.0,Yes,6.0,Yes,2025.0,YCCS-Association House,Humboldt Park
YCCS-CCA Academy HS,Chicago Public Schools District 299,Chicago,Cook,122.0,28.1,5.7,,100.0,,96.9,*,*,*,2025.0,60623.0,-87.723662,41.864943,1231 S PULASKI Rd,No,,"Blue, Pink",,,656.0,,,65.2,10.4,53.0,136.0,121.0,29.0,126.0,10.0,0.0,0.0,0.0,There are 136 students enrolled at YCCS - CCA ACADEMY.  89% are Low Income Students.  21.3% are Diverse Learners.  3.7% are Limited English Learners.,The largest demographic at YCCS - CCA ACADEMY is Black.  This demographic makes up 92.6% of the student population.  The second greatest demographic is Hispanic at 7.4%.,No,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60623.0,,4.0,Yes,2025.0,YCCS-CCA Academy HS,North Lawndale
YCCS-CCA Academy HS,Chicago Public Schools District 299,Chicago,Cook,77.0,10.5,3.9,33.5,100.0,,92.6,*,*,*,2024.0,60623.0,-87.723662,41.864943,1231 S PULASKI Rd,No,,"Blue, Pink",,,656.0,,,65.2,10.4,53.0,136.0,121.0,29.0,126.0,10.0,0.0,0.0,0.0,There are 136 students enrolled at YCCS - CCA ACADEMY.  89% are Low Income Students.  21.3% are Diverse Learners.  3.7% are Limited English Learners.,The largest demographic at YCCS - CCA ACADEMY is Black.  This demographic makes up 92.6% of the student population.  The second greatest demographic is Hispanic at 7.4%.,No,,No,No,2025.0,WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60623.0,,4.0,Yes,2025.0,YCCS-CCA Academy HS,North Lawndale
YCCS-Progressive Leadership Academy,Chicago Public Schools District 299,Chicago,Cook,118.0,14.6,14.3,,100.0,,89.1,*,*,*,2025.0,60637.0,-87.61574,41.773962,6620 S DR MARTIN LUTHER KING JR Dr,No,,"Green, Red",,,0.0,,,65.2,15.0,62.0,126.0,113.0,21.0,119.0,5.0,1.0,0.0,0.0,There are 126 students enrolled at YCCS - PROGRESSIVE LEADERSHIP.  89.7% are Low Income Students.  16.7% are Diverse Learners.  1.6% are Limited English Learners.,The largest demographic at YCCS - PROGRESSIVE LEADERSHIP is Black.  This demographic makes up 94.4% of the student population.  The second greatest demographic is Hispanic at 4%.,No,,No,No,2025.0,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60637.0,,7.0,Yes,2025.0,YCCS-Progressive Leadership Academy,Grand Crossing
YCCS-Progressive Leadership Academy,Chicago Public Schools District 299,Chicago,Cook,131.0,8.0,25.6,,100.0,,83.9,*,*,*,2024.0,60637.0,-87.61574,41.773962,6620 S DR MARTIN LUTHER KING JR Dr,No,,"Green, Red",,,0.0,,,65.2,15.0,62.0,126.0,113.0,21.0,119.0,5.0,1.0,0.0,0.0,There are 126 students enrolled at YCCS - PROGRESSIVE LEADERSHIP.  89.7% are Low Income Students.  16.7% are Diverse Learners.  1.6% are Limited English Learners.,The largest demographic at YCCS - PROGRESSIVE LEADERSHIP is Black.  This demographic makes up 94.4% of the student population.  The second greatest demographic is Hispanic at 4%.,No,,No,No,2025.0,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60637.0,,7.0,Yes,2025.0,YCCS-Progressive Leadership Academy,Grand Crossing
Manley Career Academy High School,Chicago Public Schools District 299,Chicago,Cook,124.0,21.4,7.9,33.3,69.1,,89.3,*,*,*,2025.0,60612.0,-87.699896,41.870939,2935 W POLK St,No,,"Blue,Green",,57.1,716.0,85.6,45.5,65.2,10.0,68.9,122.0,95.0,27.0,97.0,21.0,0.0,3.0,0.0,There are 122 students enrolled at MANLEY HS.  77.9% are Low Income Students.  22.1% are Diverse Learners.  11.5% are Limited English Learners.,The largest demographic at MANLEY HS is Black.  This demographic makes up 79.5% of the student population.  The second greatest demographic is Hispanic at 17.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60612.0,,5.0,Yes,2025.0,Manley Career Academy High School,Garfield Park
Manley Career Academy High School,City of Chicago SD 299,Chicago,Cook,80.0,,,,,,100.0,2.2,1.1,1.4,2019.0,60612.0,-87.699896,41.870939,2935 W POLK St,No,,"Blue,Green",,57.1,716.0,85.6,45.5,65.2,10.0,68.9,122.0,95.0,27.0,97.0,21.0,0.0,3.0,0.0,There are 122 students enrolled at MANLEY HS.  77.9% are Low Income Students.  22.1% are Diverse Learners.  11.5% are Limited English Learners.,The largest demographic at MANLEY HS is Black.  This demographic makes up 79.5% of the student population.  The second greatest demographic is Hispanic at 17.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60612.0,,5.0,Yes,2025.0,Manley Career Academy High School,Garfield Park
Manley Career Academy High School,City of Chicago SD 299,Chicago,Cook,79.0,,,,,,51.4,,,,2020.0,60612.0,-87.699896,41.870939,2935 W POLK St,No,,"Blue,Green",,57.1,716.0,85.6,45.5,65.2,10.0,68.9,122.0,95.0,27.0,97.0,21.0,0.0,3.0,0.0,There are 122 students enrolled at MANLEY HS.  77.9% are Low Income Students.  22.1% are Diverse Learners.  11.5% are Limited English Learners.,The largest demographic at MANLEY HS is Black.  This demographic makes up 79.5% of the student population.  The second greatest demographic is Hispanic at 17.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60612.0,,5.0,Yes,2025.0,Manley Career Academy High School,Garfield Park
Manley Career Academy High School,City of Chicago SD 299,Chicago,Cook,82.0,17.5,,,,,72.9,0.0,0.0,0.0,2021.0,60612.0,-87.699896,41.870939,2935 W POLK St,No,,"Blue,Green",,57.1,716.0,85.6,45.5,65.2,10.0,68.9,122.0,95.0,27.0,97.0,21.0,0.0,3.0,0.0,There are 122 students enrolled at MANLEY HS.  77.9% are Low Income Students.  22.1% are Diverse Learners.  11.5% are Limited English Learners.,The largest demographic at MANLEY HS is Black.  This demographic makes up 79.5% of the student population.  The second greatest demographic is Hispanic at 17.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60612.0,,5.0,Yes,2025.0,Manley Career Academy High School,Garfield Park
Manley Career Academy High School,City of Chicago SD 299,Chicago,Cook,57.0,22.2,,,,,81.9,2.9,0.0,5.9,2022.0,60612.0,-87.699896,41.870939,2935 W POLK St,No,,"Blue,Green",,57.1,716.0,85.6,45.5,65.2,10.0,68.9,122.0,95.0,27.0,97.0,21.0,0.0,3.0,0.0,There are 122 students enrolled at MANLEY HS.  77.9% are Low Income Students.  22.1% are Diverse Learners.  11.5% are Limited English Learners.,The largest demographic at MANLEY HS is Black.  This demographic makes up 79.5% of the student population.  The second greatest demographic is Hispanic at 17.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60612.0,,5.0,Yes,2025.0,Manley Career Academy High School,Garfield Park
Manley Career Academy High School,City of Chicago SD 299,Chicago,Cook,67.0,20.7,,,,,69.6,2.4,0.0,3.6,2023.0,60612.0,-87.699896,41.870939,2935 W POLK St,No,,"Blue,Green",,57.1,716.0,85.6,45.5,65.2,10.0,68.9,122.0,95.0,27.0,97.0,21.0,0.0,3.0,0.0,There are 122 students enrolled at MANLEY HS.  77.9% are Low Income Students.  22.1% are Diverse Learners.  11.5% are Limited English Learners.,The largest demographic at MANLEY HS is Black.  This demographic makes up 79.5% of the student population.  The second greatest demographic is Hispanic at 17.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60612.0,,5.0,Yes,2025.0,Manley Career Academy High School,Garfield Park
Manley Career Academy High School,Chicago Public Schools District 299,Chicago,Cook,83.0,24.6,7.9,27.9,90.7,,77.4,*,*,*,2024.0,60612.0,-87.699896,41.870939,2935 W POLK St,No,,"Blue,Green",,57.1,716.0,85.6,45.5,65.2,10.0,68.9,122.0,95.0,27.0,97.0,21.0,0.0,3.0,0.0,There are 122 students enrolled at MANLEY HS.  77.9% are Low Income Students.  22.1% are Diverse Learners.  11.5% are Limited English Learners.,The largest demographic at MANLEY HS is Black.  This demographic makes up 79.5% of the student population.  The second greatest demographic is Hispanic at 17.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60612.0,,5.0,Yes,2025.0,Manley Career Academy High School,Garfield Park
Curie Metropolitan High School,Chicago Public Schools District 299,Chicago,Cook,2874.0,26.4,15.7,3.1,45.5,,68.9,32.2,22.2,33.2,2025.0,60632.0,-87.722042,41.80306,4959 S ARCHER Ave,No,,Orange,,77.4,900.0,85.6,76.9,65.2,68.5,77.6,2717.0,2267.0,355.0,239.0,2362.0,39.0,60.0,8.0,There are 2717 students enrolled at CURIE HS.  83.4% are Low Income Students.  13.1% are Diverse Learners.  32% are Limited English Learners.,The largest demographic at CURIE HS is Hispanic.  This demographic makes up 86.9% of the student population.  The second greatest demographic is Black at 8.8%.,,,Yes,Yes,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Curie Metropolitan High School,Archer Heights
Curie Metropolitan High School,City of Chicago SD 299,Chicago,Cook,2895.0,,,,,,47.7,10.2,13.3,7.1,2019.0,60632.0,-87.722042,41.80306,4959 S ARCHER Ave,No,,Orange,,77.4,900.0,85.6,76.9,65.2,68.5,77.6,2717.0,2267.0,355.0,239.0,2362.0,39.0,60.0,8.0,There are 2717 students enrolled at CURIE HS.  83.4% are Low Income Students.  13.1% are Diverse Learners.  32% are Limited English Learners.,The largest demographic at CURIE HS is Hispanic.  This demographic makes up 86.9% of the student population.  The second greatest demographic is Black at 8.8%.,,,Yes,Yes,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Curie Metropolitan High School,Archer Heights
Curie Metropolitan High School,City of Chicago SD 299,Chicago,Cook,2903.0,,,,,,27.6,,,,2020.0,60632.0,-87.722042,41.80306,4959 S ARCHER Ave,No,,Orange,,77.4,900.0,85.6,76.9,65.2,68.5,77.6,2717.0,2267.0,355.0,239.0,2362.0,39.0,60.0,8.0,There are 2717 students enrolled at CURIE HS.  83.4% are Low Income Students.  13.1% are Diverse Learners.  32% are Limited English Learners.,The largest demographic at CURIE HS is Hispanic.  This demographic makes up 86.9% of the student population.  The second greatest demographic is Black at 8.8%.,,,Yes,Yes,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Curie Metropolitan High School,Archer Heights
Curie Metropolitan High School,City of Chicago SD 299,Chicago,Cook,2990.0,27.3,,,,,46.0,10.4,8.8,6.6,2021.0,60632.0,-87.722042,41.80306,4959 S ARCHER Ave,No,,Orange,,77.4,900.0,85.6,76.9,65.2,68.5,77.6,2717.0,2267.0,355.0,239.0,2362.0,39.0,60.0,8.0,There are 2717 students enrolled at CURIE HS.  83.4% are Low Income Students.  13.1% are Diverse Learners.  32% are Limited English Learners.,The largest demographic at CURIE HS is Hispanic.  This demographic makes up 86.9% of the student population.  The second greatest demographic is Black at 8.8%.,,,Yes,Yes,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Curie Metropolitan High School,Archer Heights
Curie Metropolitan High School,City of Chicago SD 299,Chicago,Cook,3048.0,26.8,,,,,66.0,9.8,13.1,23.8,2022.0,60632.0,-87.722042,41.80306,4959 S ARCHER Ave,No,,Orange,,77.4,900.0,85.6,76.9,65.2,68.5,77.6,2717.0,2267.0,355.0,239.0,2362.0,39.0,60.0,8.0,There are 2717 students enrolled at CURIE HS.  83.4% are Low Income Students.  13.1% are Diverse Learners.  32% are Limited English Learners.,The largest demographic at CURIE HS is Hispanic.  This demographic makes up 86.9% of the student population.  The second greatest demographic is Black at 8.8%.,,,Yes,Yes,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Curie Metropolitan High School,Archer Heights
Curie Metropolitan High School,City of Chicago SD 299,Chicago,Cook,2916.0,26.6,,,,,68.8,11.0,10.1,17.5,2023.0,60632.0,-87.722042,41.80306,4959 S ARCHER Ave,No,,Orange,,77.4,900.0,85.6,76.9,65.2,68.5,77.6,2717.0,2267.0,355.0,239.0,2362.0,39.0,60.0,8.0,There are 2717 students enrolled at CURIE HS.  83.4% are Low Income Students.  13.1% are Diverse Learners.  32% are Limited English Learners.,The largest demographic at CURIE HS is Hispanic.  This demographic makes up 86.9% of the student population.  The second greatest demographic is Black at 8.8%.,,,Yes,Yes,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Curie Metropolitan High School,Archer Heights
Curie Metropolitan High School,Chicago Public Schools District 299,Chicago,Cook,2898.0,25.6,14.5,6.5,42.1,,70.4,9.2,8.7,4.7,2024.0,60632.0,-87.722042,41.80306,4959 S ARCHER Ave,No,,Orange,,77.4,900.0,85.6,76.9,65.2,68.5,77.6,2717.0,2267.0,355.0,239.0,2362.0,39.0,60.0,8.0,There are 2717 students enrolled at CURIE HS.  83.4% are Low Income Students.  13.1% are Diverse Learners.  32% are Limited English Learners.,The largest demographic at CURIE HS is Hispanic.  This demographic makes up 86.9% of the student population.  The second greatest demographic is Black at 8.8%.,,,Yes,Yes,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632.0,Yes,3.0,Yes,2025.0,Curie Metropolitan High School,Archer Heights
YCCS-Community Youth Dev Inst HS,Chicago Public Schools District 299,Chicago,Cook,82.0,13.7,5.8,,80.0,,91.4,*,*,*,2025.0,60620.0,-87.641731,41.751377,7836 S UNION Ave,No,,Red,,,0.0,,,65.2,20.0,61.9,104.0,91.0,27.0,100.0,4.0,0.0,0.0,0.0,There are 104 students enrolled at YCCS - YOUTH DEVELOPMENT.  87.5% are Low Income Students.  26% are Diverse Learners.  2.9% are Limited English Learners.,The largest demographic at YCCS - YOUTH DEVELOPMENT is Black.  This demographic makes up 96.2% of the student population.  The second greatest demographic is Hispanic at 3.8%.,No,,No,No,2025.0,NEUTRAL,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60620.0,Yes,5.0,Yes,2025.0,YCCS-Community Youth Dev Inst HS,Auburn Gresham
YCCS-Community Youth Dev Inst HS,Chicago Public Schools District 299,Chicago,Cook,83.0,7.3,6.2,49.3,75.4,,93.4,*,*,*,2024.0,60620.0,-87.641731,41.751377,7836 S UNION Ave,No,,Red,,,0.0,,,65.2,20.0,61.9,104.0,91.0,27.0,100.0,4.0,0.0,0.0,0.0,There are 104 students enrolled at YCCS - YOUTH DEVELOPMENT.  87.5% are Low Income Students.  26% are Diverse Learners.  2.9% are Limited English Learners.,The largest demographic at YCCS - YOUTH DEVELOPMENT is Black.  This demographic makes up 96.2% of the student population.  The second greatest demographic is Hispanic at 3.8%.,No,,No,No,2025.0,NEUTRAL,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60620.0,Yes,5.0,Yes,2025.0,YCCS-Community Youth Dev Inst HS,Auburn Gresham
YCCS-Albizu Campos Puerto Rican HS,Chicago Public Schools District 299,Chicago,Cook,180.0,8.4,7.1,25.0,62.5,,87.8,*,*,*,2025.0,60622.0,-87.696006,41.90285,2739 W DIVISION St,No,,Blue,,,761.0,,,65.2,18.8,61.6,170.0,152.0,40.0,36.0,129.0,3.0,0.0,1.0,There are 170 students enrolled at YCCS - CAMPOS.  89.4% are Low Income Students.  23.5% are Diverse Learners.  36.5% are Limited English Learners.,The largest demographic at YCCS - CAMPOS is Hispanic.  This demographic makes up 75.9% of the student population.  The second greatest demographic is Black at 21.2%.,Yes,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60622.0,Yes,5.0,Yes,2025.0,YCCS-Albizu Campos Puerto Rican HS,Humboldt Park
YCCS-Albizu Campos Puerto Rican HS,Chicago Public Schools District 299,Chicago,Cook,164.0,11.4,6.6,12.5,50.0,,90.8,*,*,*,2024.0,60622.0,-87.696006,41.90285,2739 W DIVISION St,No,,Blue,,,761.0,,,65.2,18.8,61.6,170.0,152.0,40.0,36.0,129.0,3.0,0.0,1.0,There are 170 students enrolled at YCCS - CAMPOS.  89.4% are Low Income Students.  23.5% are Diverse Learners.  36.5% are Limited English Learners.,The largest demographic at YCCS - CAMPOS is Hispanic.  This demographic makes up 75.9% of the student population.  The second greatest demographic is Black at 21.2%.,Yes,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60622.0,Yes,5.0,Yes,2025.0,YCCS-Albizu Campos Puerto Rican HS,Humboldt Park
YCCS-Innovations of Arts Integr HS,Chicago Public Schools District 299,Chicago,Cook,383.0,16.3,7.2,10.0,,,92.2,*,*,*,2025.0,60602.0,-87.627734,41.883047,17 N STATE St,No,,"Blue, Brown, Green, Orange, Pink, Purple, Red",,,728.0,,,65.2,17.1,62.2,405.0,389.0,67.0,361.0,36.0,3.0,1.0,0.0,There are 405 students enrolled at YCCS - INNOVATIONS.  96% are Low Income Students.  16.5% are Diverse Learners.  2.2% are Limited English Learners.,The largest demographic at YCCS - INNOVATIONS is Black.  This demographic makes up 89.1% of the student population.  The second greatest demographic is Hispanic at 8.9%.,No,,No,No,2025.0,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60602.0,,39.0,Yes,2025.0,YCCS-Innovations of Arts Integr HS,Loop
YCCS-Innovations of Arts Integr HS,Chicago Public Schools District 299,Chicago,Cook,498.0,13.3,7.2,18.2,,,93.5,*,*,*,2024.0,60602.0,-87.627734,41.883047,17 N STATE St,No,,"Blue, Brown, Green, Orange, Pink, Purple, Red",,,728.0,,,65.2,17.1,62.2,405.0,389.0,67.0,361.0,36.0,3.0,1.0,0.0,There are 405 students enrolled at YCCS - INNOVATIONS.  96% are Low Income Students.  16.5% are Diverse Learners.  2.2% are Limited English Learners.,The largest demographic at YCCS - INNOVATIONS is Black.  This demographic makes up 89.1% of the student population.  The second greatest demographic is Hispanic at 8.9%.,No,,No,No,2025.0,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60602.0,,39.0,Yes,2025.0,YCCS-Innovations of Arts Integr HS,Loop
YCCS-Latino Youth Alternative HS,Chicago Public Schools District 299,Chicago,Cook,167.0,17.1,8.5,,66.7,,93.5,*,*,*,2025.0,60608.0,-87.69543,41.854665,2001 S CALIFORNIA Ave,No,,Pink,,,739.0,,,65.2,31.1,62.3,121.0,111.0,21.0,3.0,116.0,0.0,0.0,0.0,There are 121 students enrolled at YCCS - LATINO YOUTH.  91.7% are Low Income Students.  17.4% are Diverse Learners.  49.6% are Limited English Learners.,The largest demographic at YCCS - LATINO YOUTH is Hispanic.  This demographic makes up 95.9% of the student population.  The second greatest demographic is Black at 2.5%.,Yes,Yes,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60608.0,Yes,4.0,Yes,2025.0,YCCS-Latino Youth Alternative HS,Little Village
YCCS-Latino Youth Alternative HS,Chicago Public Schools District 299,Chicago,Cook,157.0,11.0,9.8,12.0,96.2,,91.5,*,*,*,2024.0,60608.0,-87.69543,41.854665,2001 S CALIFORNIA Ave,No,,Pink,,,739.0,,,65.2,31.1,62.3,121.0,111.0,21.0,3.0,116.0,0.0,0.0,0.0,There are 121 students enrolled at YCCS - LATINO YOUTH.  91.7% are Low Income Students.  17.4% are Diverse Learners.  49.6% are Limited English Learners.,The largest demographic at YCCS - LATINO YOUTH is Hispanic.  This demographic makes up 95.9% of the student population.  The second greatest demographic is Black at 2.5%.,Yes,Yes,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60608.0,Yes,4.0,Yes,2025.0,YCCS-Latino Youth Alternative HS,Little Village
YCCS-Olive Harvey Mid College HS,Chicago Public Schools District 299,Chicago,Cook,124.0,12.6,18.6,,100.0,,87.9,*,*,*,2025.0,60628.0,-87.592333,41.712922,10001 S WOODLAWN Ave,No,,Red,,,0.0,,,65.2,19.2,67.8,129.0,105.0,27.0,109.0,18.0,2.0,0.0,0.0,There are 129 students enrolled at YCCS - OLIVE HARVEY.  81.4% are Low Income Students.  20.9% are Diverse Learners.  3.9% are Limited English Learners.,The largest demographic at YCCS - OLIVE HARVEY is Black.  This demographic makes up 84.5% of the student population.  The second greatest demographic is Hispanic at 14%.,No,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60628.0,Yes,2.0,Yes,2025.0,YCCS-Olive Harvey Mid College HS,Pullman
YCCS-Olive Harvey Mid College HS,Chicago Public Schools District 299,Chicago,Cook,130.0,12.8,17.5,,100.0,,90.8,*,*,*,2024.0,60628.0,-87.592333,41.712922,10001 S WOODLAWN Ave,No,,Red,,,0.0,,,65.2,19.2,67.8,129.0,105.0,27.0,109.0,18.0,2.0,0.0,0.0,There are 129 students enrolled at YCCS - OLIVE HARVEY.  81.4% are Low Income Students.  20.9% are Diverse Learners.  3.9% are Limited English Learners.,The largest demographic at YCCS - OLIVE HARVEY is Black.  This demographic makes up 84.5% of the student population.  The second greatest demographic is Hispanic at 14%.,No,,No,No,2025.0,WEAK,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60628.0,Yes,2.0,Yes,2025.0,YCCS-Olive Harvey Mid College HS,Pullman
YCCS-Sullivan House Alt HS,Chicago Public Schools District 299,Chicago,Cook,274.0,8.6,19.8,,100.0,,55.8,*,*,*,2025.0,60617.0,-87.578492,41.746287,8164 S SOUTH CHICAGO Ave,No,,,,,0.0,,,65.2,8.1,81.4,286.0,274.0,47.0,256.0,28.0,1.0,0.0,0.0,There are 286 students enrolled at YCCS - SULLIVAN.  95.8% are Low Income Students.  16.4% are Diverse Learners.  2.4% are Limited English Learners.,The largest demographic at YCCS - SULLIVAN is Black.  This demographic makes up 89.5% of the student population.  The second greatest demographic is Hispanic at 9.8%.,No,,No,No,2025.0,STRONG,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60617.0,No,4.0,No,2025.0,YCCS-Sullivan House Alt HS,Avalon Park
